stock_a,stock_b,correlation
UNP,COST,0.3283126955755314
UPS,COST,0.3610315363064381
USB,COST,0.21393665027296804
V,COST,0.41555295894939315
VZ,COST,0.21730833233296015
WFC,COST,0.21134862887835446
WMT,COST,0.5560141368139491
XOM,COST,0.14667808583218309
AAPL,CRM,0.5187900026417488
ABBV,CRM,0.19918608639148816
ABT,CRM,0.3720636549646136
ACN,CRM,0.5439191079393053
ADBE,CRM,0.6720251523976635
AIG,CRM,0.2627176707907171
AMD,CRM,0.506662738700959
AMGN,CRM,0.2314220579825811
AMT,CRM,0.3213678515712077
AMZN,CRM,0.5892270724582946
AVGO,CRM,0.512041548477159
AXP,CRM,0.37460392091896244
BA,CRM,0.2920279246399012
BAC,CRM,0.29716309158753407
BK,CRM,0.3092117891030397
BKNG,CRM,0.4073766039760803
BLK,CRM,0.47848521760168594
BMY,CRM,0.15440816748458494
BRK-B,CRM,0.3270151223130388
C,CRM,0.30577395140915714
CAT,CRM,0.2634700863030866
CHTR,CRM,0.33114493269916273
CL,CRM,0.18594137479789777
CMCSA,CRM,0.3652577142858784
COF,CRM,0.3011281171898855
COP,CRM,0.1969015235484353
COST,CRM,0.419759185299676
CSCO,CRM,0.4381924814370587
CVS,CRM,0.15119485013192427
CVX,CRM,0.19843853925279975
DE,CRM,0.24081445678666558
DHR,CRM,0.3981920196428489
DIS,CRM,0.4114445844660503
DOW,CRM,0.24148815346563426
DUK,CRM,0.14776588136240926
EMR,CRM,0.3406116684003033
F,CRM,0.30511735795378053
FDX,CRM,0.35353860161695794
GD,CRM,0.23642640387619493
GE,CRM,0.28175846608983923
GILD,CRM,0.20135378499883722
GM,CRM,0.31562411909147925
GOOGL,CRM,0.5485213094690672
GS,CRM,0.3491746577882717
HD,CRM,0.38946782475285957
HON,CRM,0.32296631724572905
IBM,CRM,0.2775068152727267
INTC,CRM,0.41807261580063415
INTU,CRM,0.6593207246361453
JNJ,CRM,0.1783432351104098
JPM,CRM,0.2921625933508825
KHC,CRM,0.15855384058542113
KO,CRM,0.2508448550346634
LIN,CRM,0.39077402021878127
LLY,CRM,0.2393040698753513
LMT,CRM,0.16708088711329533
LOW,CRM,0.383946168362097
MA,CRM,0.48639114471521233
MCD,CRM,0.311179936177715
MDLZ,CRM,0.27686913871639934
MDT,CRM,0.334005186916513
MET,CRM,0.25947955347193186
META,CRM,0.5361758027234143
MMM,CRM,0.252465369500701
MO,CRM,0.135477506740203
MRK,CRM,0.14879585606529314
MS,CRM,0.35452152904509926
MSFT,CRM,0.620755356588356
NEE,CRM,0.25696475523596785
NFLX,CRM,0.5073153271185289
NKE,CRM,0.41134082441690156
NVDA,CRM,0.5558901213857839
ORCL,CRM,0.44938933718049123
PEP,CRM,0.27183765163180057
PFE,CRM,0.15480457768076636
PG,CRM,0.21046921983856626
PM,CRM,0.19339739582225138
PYPL,CRM,0.5638797248401928
QCOM,CRM,0.4959603714786897
RTX,CRM,0.2544686388081217
SBUX,CRM,0.40584443769691136
SCHW,CRM,0.2853300320029846
SO,CRM,0.1708911324069609
SPG,CRM,0.2969054457802343
T,CRM,0.18769721823043614
TGT,CRM,0.31900108115372683
TMO,CRM,0.4023665872060019
TMUS,CRM,0.3529553087232577
TSLA,CRM,0.42444178305860925
TXN,CRM,0.48178068170541555
UNH,CRM,0.21217699934542875
UNP,CRM,0.30132391777906775
UPS,CRM,0.3392958019310666
USB,CRM,0.2562555759129243
V,CRM,0.46590903041348064
VZ,CRM,0.15041018509470985
WFC,CRM,0.26496069079768597
WMT,CRM,0.21918347323263812
XOM,CRM,0.17606402936343502
AAPL,CSCO,0.4848037232066486
ABBV,CSCO,0.32013980939880293
ABT,CSCO,0.4376514646067747
ACN,CSCO,0.5710596038521539
ADBE,CSCO,0.4742298112341209
AIG,CSCO,0.3996507005669507
AMD,CSCO,0.38641013241083844
AMGN,CSCO,0.3955834236549251
AMT,CSCO,0.3685153059724955
AMZN,CSCO,0.4024868506110036
AVGO,CSCO,0.4955667475286458
AXP,CSCO,0.4521464296961252
BA,CSCO,0.3191838704877633
BAC,CSCO,0.4376504208427522
BK,CSCO,0.43818302586016905
BKNG,CSCO,0.37456567521018447
BLK,CSCO,0.5133500266960672
BMY,CSCO,0.3265508260034833
BRK-B,CSCO,0.5178000912755205
C,CSCO,0.42219998333980047
CAT,CSCO,0.426882623573394
CHTR,CSCO,0.3521992099792833
CL,CSCO,0.3460346212478681
CMCSA,CSCO,0.48166739207344006
COF,CSCO,0.419619582279822
COP,CSCO,0.3026904655469112
COST,CSCO,0.42026031447348045
CRM,CSCO,0.4381924814370587
CVS,CSCO,0.3625183720252636
CVX,CSCO,0.3575905754046876
DE,CSCO,0.3949965637454379
DHR,CSCO,0.412777812508761
DIS,CSCO,0.4481826566588817
DOW,CSCO,0.407395944893472
DUK,CSCO,0.31964788749589623
EMR,CSCO,0.5150611453637107
F,CSCO,0.39080356713638836
FDX,CSCO,0.4228627238270206
GD,CSCO,0.43785132103977176
GE,CSCO,0.3603153557736624
GILD,CSCO,0.34902831835144504
GM,CSCO,0.3942403251163761
GOOGL,CSCO,0.467497966119408
GS,CSCO,0.4414810431203186
HD,CSCO,0.4755326320669313
HON,CSCO,0.5138873924585967
IBM,CSCO,0.5151561415438
INTC,CSCO,0.47189271476606875
INTU,CSCO,0.4822129234997774
JNJ,CSCO,0.3864447159543656
JPM,CSCO,0.4489902054138215
KHC,CSCO,0.3247649620642609
KO,CSCO,0.4380478097879824
LIN,CSCO,0.49610707676860527
LLY,CSCO,0.2856771974326348
LMT,CSCO,0.31584107869957545
LOW,CSCO,0.43873474667374396
MA,CSCO,0.48832794384335043
MCD,CSCO,0.43573236328276954
MDLZ,CSCO,0.4070629956320591
MDT,CSCO,0.4444141221121555
MET,CSCO,0.45544948133807545
META,CSCO,0.38094751862512927
MMM,CSCO,0.4611424649011879
MO,CSCO,0.33970684288439534
MRK,CSCO,0.266970993193429
MS,CSCO,0.4575307471495923
MSFT,CSCO,0.5011342847141567
NEE,CSCO,0.34061015024759894
NFLX,CSCO,0.3088164235054244
NKE,CSCO,0.43962804298538277
NVDA,CSCO,0.39955480590966425
ORCL,CSCO,0.47117362843333527
PEP,CSCO,0.421518614947244
PFE,CSCO,0.3336116498574317
PG,CSCO,0.38394002205813965
PM,CSCO,0.36273746009546504
PYPL,CSCO,0.3884481858158835
QCOM,CSCO,0.4513405010330391
RTX,CSCO,0.39421607485629373
SBUX,CSCO,0.4640429270835651
SCHW,CSCO,0.3790544971794905
SO,CSCO,0.3342394336295171
SPG,CSCO,0.37473310069856636
T,CSCO,0.3604420574516798
TGT,CSCO,0.38219334577070607
TMO,CSCO,0.42675762114925647
TMUS,CSCO,0.39274581333419034
TSLA,CSCO,0.26370238656332384
TXN,CSCO,0.532804663561858
UNH,CSCO,0.36150072802195127
UNP,CSCO,0.4600926547450988
UPS,CSCO,0.45518451332365634
USB,CSCO,0.41185649876243324
V,CSCO,0.48940492729581525
VZ,CSCO,0.3452607506638481
WFC,CSCO,0.38244699142057004
WMT,CSCO,0.3318978425602129
XOM,CSCO,0.3276608946326901
AAPL,CVS,0.21255849605194166
ABBV,CVS,0.40457937566612917
ABT,CVS,0.3082532715645522
ACN,CVS,0.30116786166195936
ADBE,CVS,0.15091823098429913
AIG,CVS,0.4311730450942541
AMD,CVS,0.14241157770892063
AMGN,CVS,0.35894417536090634
AMT,CVS,0.2624274226501788
AMZN,CVS,0.12093991961216718
AVGO,CVS,0.1752672600817597
AXP,CVS,0.36646318614969053
BA,CVS,0.26499789772209253
BAC,CVS,0.4215797908249408
BK,CVS,0.418560040045853
BKNG,CVS,0.23750551750014215
BLK,CVS,0.3413611149024322
BMY,CVS,0.4056283981636176
BRK-B,CVS,0.4658734580661211
C,CVS,0.3904009915691756
CAT,CVS,0.3537836928004684
CHTR,CVS,0.22640818360902895
CL,CVS,0.31792349636210987
CMCSA,CVS,0.3406750678503546
COF,CVS,0.3616102520757191
COP,CVS,0.31337169948871885
COST,CVS,0.22055660587964465
CRM,CVS,0.15119485013192427
CSCO,CVS,0.3625183720252636
CVX,CVS,0.3503323862254028
DE,CVS,0.3442849670657258
DHR,CVS,0.28351774704948274
DIS,CVS,0.27847326571722003
DOW,CVS,0.36635531238679364
DUK,CVS,0.3251485422853169
EMR,CVS,0.3825899839644365
F,CVS,0.3198869457320599
FDX,CVS,0.2958949502739724
GD,CVS,0.41457760982481384
GE,CVS,0.3044843719384545
GILD,CVS,0.31031794783919014
GM,CVS,0.3372165081268081
GOOGL,CVS,0.18977823738937638
GS,CVS,0.3690373075104181
HD,CVS,0.34376769251437445
HON,CVS,0.38890548562361094
IBM,CVS,0.3866609642196116
INTC,CVS,0.21674603253436048
INTU,CVS,0.19385061501171313
JNJ,CVS,0.41735814429184337
JPM,CVS,0.40011012684506103
KHC,CVS,0.362770476614093
KO,CVS,0.38018816892242163
LIN,CVS,0.34741178369183434
LLY,CVS,0.2581268612833855
LMT,CVS,0.3485555553401444
LOW,CVS,0.3208683659700026
MA,CVS,0.27454032189319616
MCD,CVS,0.3148835772493974
MDLZ,CVS,0.34308243988584586
MDT,CVS,0.3675763526319408
MET,CVS,0.4485342483333102
META,CVS,0.12407799577186267
MMM,CVS,0.37219496369437577
MO,CVS,0.39672394335032946
MRK,CVS,0.321645497400222
MS,CVS,0.37617469917507335
MSFT,CVS,0.1897429944039108
NEE,CVS,0.2578132945184491
NFLX,CVS,0.0899026624638567
NKE,CVS,0.2386403157883433
NVDA,CVS,0.12396760420340175
ORCL,CVS,0.25715638745956426
PEP,CVS,0.360339000913591
PFE,CVS,0.384354707141256
PG,CVS,0.3185257525922705
PM,CVS,0.3396881432659883
PYPL,CVS,0.1646764761370122
QCOM,CVS,0.19373540783965637
RTX,CVS,0.3809146538892589
SBUX,CVS,0.3033536772329459
SCHW,CVS,0.3337441119737037
SO,CVS,0.32344141784588426
SPG,CVS,0.32128011101482484
T,CVS,0.38042108711561384
TGT,CVS,0.3197433963659566
TMO,CVS,0.2612522882927354
TMUS,CVS,0.2810153828727059
TSLA,CVS,0.12040773661312129
TXN,CVS,0.2580008613591988
UNH,CVS,0.505709522536899
UNP,CVS,0.35606887311066826
UPS,CVS,0.3500486063675814
USB,CVS,0.41047645075268097
V,CVS,0.2928152158336574
VZ,CVS,0.35780622352730806
WFC,CVS,0.38695796098003044
WMT,CVS,0.2757921088474706
XOM,CVS,0.32186420448385517
AAPL,CVX,0.2261533724205387
ABBV,CVX,0.2942119357228875
ABT,CVX,0.19189819106678027
ACN,CVX,0.3155049328158441
ADBE,CVX,0.17447773366923097
AIG,CVX,0.5093347034805127
AMD,CVX,0.17140256331062664
AMGN,CVX,0.23644712192770673
AMT,CVX,0.1755849946561893
AMZN,CVX,0.15123764259075068
AVGO,CVX,0.2730140500294009
AXP,CVX,0.48600103661949384
BA,CVX,0.37654527394062315
BAC,CVX,0.5183816569274623
BK,CVX,0.4826400117478219
BKNG,CVX,0.35992804283033136
BLK,CVX,0.37790407710744667
BMY,CVX,0.2658148259155246
BRK-B,CVX,0.4998819634247233
C,CVX,0.5252552106800317
CAT,CVX,0.5689930657322313
CHTR,CVX,0.20472538784332595
CL,CVX,0.17299685370388673
CMCSA,CVX,0.3221448385973725
COF,CVX,0.4887963482607665
COP,CVX,0.8173579231716056
COST,CVX,0.17187240060796227
CRM,CVX,0.19843853925279975
CSCO,CVX,0.3575905754046876
CVS,CVX,0.3503323862254028
DE,CVX,0.4794045669404077
DHR,CVX,0.19009990029165685
DIS,CVX,0.3686803191361317
DOW,CVX,0.5500868915866155
DUK,CVX,0.2570540981194886
EMR,CVX,0.539654974492538
F,CVX,0.4014026795892408
FDX,CVX,0.34738880554694146
GD,CVX,0.484269539529197
GE,CVX,0.4307840053382165
GILD,CVX,0.1980026732351293
GM,CVX,0.42611905743810025
GOOGL,CVX,0.24472140691613384
GS,CVX,0.4812066644359777
HD,CVX,0.2784136833130495
HON,CVX,0.44045465936734446
IBM,CVX,0.40585167709682984
INTC,CVX,0.29301579790939525
INTU,CVX,0.21756568492316097
JNJ,CVX,0.2616618579214359
JPM,CVX,0.5079085281520201
KHC,CVX,0.29194634532815633
KO,CVX,0.3336121420861099
LIN,CVX,0.36987380431554434
LLY,CVX,0.17188708893876675
LMT,CVX,0.37673050523930657
LOW,CVX,0.28488878296719866
MA,CVX,0.35684576643767185
MCD,CVX,0.28543045326107336
MDLZ,CVX,0.2492050424943783
MDT,CVX,0.3323371549593243
MET,CVX,0.5395127632224743
META,CVX,0.16304864954898132
MMM,CVX,0.36363637986417224
MO,CVX,0.36503965253503645
MRK,CVX,0.2470878535846674
MS,CVX,0.5062913064956833
MSFT,CVX,0.20020280489636624
NEE,CVX,0.2279645909209694
NFLX,CVX,0.11879314985468711
NKE,CVX,0.28615815402843897
NVDA,CVX,0.17732839231787878
ORCL,CVX,0.23187421600630334
PEP,CVX,0.22430563139494436
PFE,CVX,0.2293481839442085
PG,CVX,0.18554466715890955
PM,CVX,0.3431563803365182
PYPL,CVX,0.2057017935951073
QCOM,CVX,0.2661740272121315
RTX,CVX,0.49849881659490614
SBUX,CVX,0.28596006961779713
SCHW,CVX,0.41613252594046884
SO,CVX,0.2757761473161844
SPG,CVX,0.4249043731157533
T,CVX,0.3530982266375328
TGT,CVX,0.26059656245554935
TMO,CVX,0.18018454160919833
TMUS,CVX,0.23110351417985497
TSLA,CVX,0.1440195766349374
TXN,CVX,0.32263113542774385
UNH,CVX,0.30811824070529703
UNP,CVX,0.43593323711474957
UPS,CVX,0.30000248175667515
USB,CVX,0.4719931532787519
V,CVX,0.36107849739273595
VZ,CVX,0.2859705662818235
WFC,CVX,0.47270687268912737
WMT,CVX,0.18123658836443793
XOM,CVX,0.8527738112098046
AAPL,DE,0.29619605603867566
ABBV,DE,0.26187105684895223
ABT,DE,0.27164541225703587
ACN,DE,0.3882556235445921
ADBE,DE,0.22718638995652055
AIG,DE,0.5068372737386271
AMD,DE,0.23887991897581384
AMGN,DE,0.2576063045186599
AMT,DE,0.231144303717407
AMZN,DE,0.21876498823532525
AVGO,DE,0.3329000223619054
AXP,DE,0.5067768143216393
BA,DE,0.4307614072921911
BAC,DE,0.5239656858279852
BK,DE,0.5078395146831903
BKNG,DE,0.36536647198842326
BLK,DE,0.4835509259592052
BMY,DE,0.24775717293189622
BRK-B,DE,0.5382549901972085
C,DE,0.5035366610720837
CAT,DE,0.6899353034064218
CHTR,DE,0.21478947070363266
CL,DE,0.22175124397568294
CMCSA,DE,0.3656364930758952
COF,DE,0.49281998945173067
COP,DE,0.4344768409666384
COST,DE,0.24438211300372256
CRM,DE,0.24081445678666558
CSCO,DE,0.3949965637454379
CVS,DE,0.3442849670657258
CVX,DE,0.4794045669404077
DHR,DE,0.2880221364799489
DIS,DE,0.41637189961695165
DOW,DE,0.5597903943663781
DUK,DE,0.24983883208863158
EMR,DE,0.5976624505270042
F,DE,0.4548961527196009
FDX,DE,0.44104370523189435
GD,DE,0.4779333636785841
GE,DE,0.4469745579960185
GILD,DE,0.23011831172319136
GM,DE,0.45862095001261005
GOOGL,DE,0.25162082887365156
GS,DE,0.5258165089516574
HD,DE,0.41770073114968964
HON,DE,0.5278154574442284
IBM,DE,0.4063324993799996
INTC,DE,0.3109818853767332
INTU,DE,0.2847862346396738
JNJ,DE,0.27451861557078366
JPM,DE,0.52442999290892
KHC,DE,0.23665472619222686
KO,DE,0.34205185730155746
LIN,DE,0.42724261362548493
LLY,DE,0.16126688371708736
LMT,DE,0.3626039030704804
LOW,DE,0.4255950199003011
MA,DE,0.40323805062765217
MCD,DE,0.3391739322723879
MDLZ,DE,0.2713383122514108
MDT,DE,0.3872273165731127
MET,DE,0.5673182293097161
META,DE,0.21385283188485615
MMM,DE,0.43922571272585076
MO,DE,0.3549178722702986
MRK,DE,0.2283750687916409
MS,DE,0.5301366770630579
MSFT,DE,0.24645492644874664
NEE,DE,0.27475845035539115
NFLX,DE,0.17166696040974938
NKE,DE,0.3897926678341193
NVDA,DE,0.25641366791262704
ORCL,DE,0.2958449225769663
PEP,DE,0.2564678027400117
PFE,DE,0.2411920548652635
PG,DE,0.22994084577314836
PM,DE,0.32711329360559094
PYPL,DE,0.3010889609069252
QCOM,DE,0.33434495482074733
RTX,DE,0.4970517628468379
SBUX,DE,0.3686953962009291
SCHW,DE,0.4652280910850731
SO,DE,0.27716933787030995
SPG,DE,0.4300653900675456
T,DE,0.3485464270293634
TGT,DE,0.35463355520128675
TMO,DE,0.2593651799657989
TMUS,DE,0.27033010858057666
TSLA,DE,0.21247151099901856
TXN,DE,0.4124046315490739
UNH,DE,0.3067236618702613
UNP,DE,0.5145371417074481
UPS,DE,0.39096129088832665
USB,DE,0.49282102300494823
V,DE,0.4038360732370264
VZ,DE,0.28097015550444576
WFC,DE,0.4725333517485682
WMT,DE,0.23178988538639456
XOM,DE,0.45901379114030255
AAPL,DHR,0.4224348607448589
ABBV,DHR,0.31263797705748697
ABT,DHR,0.5559365414658162
ACN,DHR,0.49371724602907935
ADBE,DHR,0.43809654202865295
AIG,DHR,0.23143493791227027
AMD,DHR,0.3465040131924477
AMGN,DHR,0.34999543309466147
AMT,DHR,0.4277266595888967
AMZN,DHR,0.3476392876860596
AVGO,DHR,0.38520866025073175
AXP,DHR,0.31646662662869246
BA,DHR,0.2218364050359498
BAC,DHR,0.29662143991973866
BK,DHR,0.294642325325964
BKNG,DHR,0.2543266392867072
BLK,DHR,0.4713263683777512
BMY,DHR,0.3050415972991061
BRK-B,DHR,0.37792234299474153
C,DHR,0.288161454526997
CAT,DHR,0.28080389904637443
CHTR,DHR,0.31640829926739644
CL,DHR,0.30307551448338316
CMCSA,DHR,0.3112616667574708
COF,DHR,0.26702849602372286
COP,DHR,0.1423001142824528
COST,DHR,0.39403824148960576
CRM,DHR,0.3981920196428489
CSCO,DHR,0.412777812508761
CVS,DHR,0.28351774704948274
CVX,DHR,0.19009990029165685
DE,DHR,0.2880221364799489
DIS,DHR,0.3256051136995616
DOW,DHR,0.27064593981416213
DUK,DHR,0.29673069694071064
EMR,DHR,0.36528734850436395
F,DHR,0.27302301485097663
FDX,DHR,0.3058056760533228
GD,DHR,0.28021954274447314
GE,DHR,0.23887906010206034
GILD,DHR,0.2889369082169314
GM,DHR,0.2800839997747985
GOOGL,DHR,0.39032556431059834
GS,DHR,0.3401854881676671
HD,DHR,0.4442977209865664
HON,DHR,0.3601236410885332
IBM,DHR,0.2835608099709328
INTC,DHR,0.34158476869494725
INTU,DHR,0.4810141745856398
JNJ,DHR,0.3593077161922434
JPM,DHR,0.29202749899386454
KHC,DHR,0.21036351827501132
KO,DHR,0.32824201630749833
LIN,DHR,0.43608180345864284
LLY,DHR,0.267871144638005
LMT,DHR,0.2015168729505269
LOW,DHR,0.4294747511516378
MA,DHR,0.40034836564493004
MCD,DHR,0.3442803313760124
MDLZ,DHR,0.36008252074467245
MDT,DHR,0.4113657080339474
MET,DHR,0.27959147084125524
META,DHR,0.34551303626352126
MMM,DHR,0.3450874215055158
MO,DHR,0.20481205955032308
MRK,DHR,0.28266391420277615
MS,DHR,0.3519489709178003
MSFT,DHR,0.4546918470361579
NEE,DHR,0.38988064421682245
NFLX,DHR,0.32146663574726997
NKE,DHR,0.3989211959395088
NVDA,DHR,0.3736202528777892
ORCL,DHR,0.360705798116501
PEP,DHR,0.3646652710992386
PFE,DHR,0.3788303665428511
PG,DHR,0.35760513118830056
PM,DHR,0.28825487128148936
PYPL,DHR,0.4273798353785645
QCOM,DHR,0.3941146349065948
RTX,DHR,0.2506365139312171
SBUX,DHR,0.36806613436278196
SCHW,DHR,0.27771333189384056
SO,DHR,0.3154123544879683
SPG,DHR,0.23694415705561417
T,DHR,0.26086812476363874
TGT,DHR,0.3513228107718377
TMO,DHR,0.7805176962093684
TMUS,DHR,0.2886134335594983
TSLA,DHR,0.2698485947995497
TXN,DHR,0.45274765920134113
UNH,DHR,0.32857322937957395
UNP,DHR,0.3815702089393875
UPS,DHR,0.4037664791781148
USB,DHR,0.2920547808073685
V,DHR,0.39684594915542654
VZ,DHR,0.2876711964424794
WFC,DHR,0.2584719304273534
WMT,DHR,0.2641856474827788
XOM,DHR,0.14913720427203792
AAPL,DIS,0.39171404945385885
ABBV,DIS,0.20119529150321083
ABT,DIS,0.2962319887608783
ACN,DIS,0.4873408403140523
ADBE,DIS,0.39154376748934566
AIG,DIS,0.4687968199500465
AMD,DIS,0.3295729937624651
AMGN,DIS,0.22138144727861422
AMT,DIS,0.2760073548318873
AMZN,DIS,0.4092106984616871
AVGO,DIS,0.38519034166560967
AXP,DIS,0.5617806154476784
BA,DIS,0.44466856096096374
BAC,DIS,0.5112706955582194
BK,DIS,0.4843283282923937
BKNG,DIS,0.5451560068060167
BLK,DIS,0.5214817977593533
BMY,DIS,0.20330195230451317
BRK-B,DIS,0.5043178610014086
C,DIS,0.5250722591831616
CAT,DIS,0.4433629261692401
CHTR,DIS,0.3697225697937684
CL,DIS,0.22055113577888585
CMCSA,DIS,0.5042716247613059
COF,DIS,0.5268252276884371
COP,DIS,0.32827884038266136
COST,DIS,0.28704608895417577
CRM,DIS,0.4114445844660503
CSCO,DIS,0.4481826566588817
CVS,DIS,0.27847326571722003
CVX,DIS,0.3686803191361317
DE,DIS,0.41637189961695165
DHR,DIS,0.3256051136995616
DOW,DIS,0.44331372036057654
DUK,DIS,0.24717366265729723
EMR,DIS,0.4776666986005387
F,DIS,0.4867590811304127
FDX,DIS,0.43124978180120216
GD,DIS,0.3918197514601513
GE,DIS,0.43682036132638885
GILD,DIS,0.19052361408058732
GM,DIS,0.5079191377600428
GOOGL,DIS,0.43214442624257254
GS,DIS,0.5226571287579073
HD,DIS,0.4186606437064174
HON,DIS,0.4869873908190257
IBM,DIS,0.37866766511608824
INTC,DIS,0.3908072445476971
INTU,DIS,0.43608153099116687
JNJ,DIS,0.2246355153999726
JPM,DIS,0.4929557510801397
KHC,DIS,0.2058750638606854
KO,DIS,0.3483822228018894
LIN,DIS,0.4343003411887009
LLY,DIS,0.1589200873511247
LMT,DIS,0.2527366342396291
LOW,DIS,0.40428845733183755
MA,DIS,0.5324237079816089
MCD,DIS,0.3660715738919167
MDLZ,DIS,0.28340429795773103
MDT,DIS,0.44245750067357575
MET,DIS,0.4944761954913519
META,DIS,0.4100215180326034
MMM,DIS,0.39700737849221596
MO,DIS,0.3056316550508442
MRK,DIS,0.15798010254946027
MS,DIS,0.5260678534083798
MSFT,DIS,0.4164289876020104
NEE,DIS,0.2889447736952166
NFLX,DIS,0.38173039728850083
NKE,DIS,0.48458507258235844
NVDA,DIS,0.3715401185243816
ORCL,DIS,0.3670606048387932
PEP,DIS,0.2639255254108079
PFE,DIS,0.19826146995078595
PG,DIS,0.23780694774990074
PM,DIS,0.3431830274600482
PYPL,DIS,0.4590677067697153
QCOM,DIS,0.4168437989645715
RTX,DIS,0.4148954127297291
SBUX,DIS,0.49934103437601646
SCHW,DIS,0.4250053316570626
SO,DIS,0.2875630226942207
SPG,DIS,0.46905332235640224
T,DIS,0.3953350006931159
TGT,DIS,0.3623608012765146
TMO,DIS,0.3060180984180317
TMUS,DIS,0.3393667250133703
TSLA,DIS,0.33540127150928245
TXN,DIS,0.4263188101474106
UNH,DIS,0.25147022116337064
UNP,DIS,0.4332361601592142
UPS,DIS,0.3989863953375572
USB,DIS,0.4769938938676945
V,DIS,0.5133617701822109
VZ,DIS,0.2887821020633188
WFC,DIS,0.44038279262684316
WMT,DIS,0.229636309039161
XOM,DIS,0.3509399738639219
AAPL,DOW,0.29338162548207963
ABBV,DOW,0.2797747278115165
ABT,DOW,0.2371623225398149
ACN,DOW,0.4014569087028818
ADBE,DOW,0.22437036848003952
AIG,DOW,0.5665213089548118
AMD,DOW,0.22613985298608036
AMGN,DOW,0.28108872545748786
AMT,DOW,0.2460931961828953
AMZN,DOW,0.2243220089850545
AVGO,DOW,0.33685873673499467
AXP,DOW,0.5549174999710632
BA,DOW,0.43489795280036275
BAC,DOW,0.5766104893636582
BK,DOW,0.5485781954164906
BKNG,DOW,0.422816526426748
BLK,DOW,0.4926112224332799
BMY,DOW,0.259567446652446
BRK-B,DOW,0.5659233179086515
C,DOW,0.5775943284331704
CAT,DOW,0.6659212893920072
CHTR,DOW,0.23008121555543423
CL,DOW,0.20142651635575887
CMCSA,DOW,0.41404736207112636
COF,DOW,0.5715686448972703
COP,DOW,0.527404893786904
COST,DOW,0.20372238714060784
CRM,DOW,0.24148815346563426
CSCO,DOW,0.407395944893472
CVS,DOW,0.36635531238679364
CVX,DOW,0.5500868915866155
DE,DOW,0.5597903943663781
DHR,DOW,0.27064593981416213
DIS,DOW,0.44331372036057654
DUK,DOW,0.27926850855082774
EMR,DOW,0.6272765893038937
F,DOW,0.5187415285015317
FDX,DOW,0.48381674953901804
GD,DOW,0.48279552942077075
GE,DOW,0.5062767803858529
GILD,DOW,0.20926979146506738
GM,DOW,0.5152364366960319
GOOGL,DOW,0.30164141624779106
GS,DOW,0.569953217766691
HD,DOW,0.3906885547073544
HON,DOW,0.5611526699713153
IBM,DOW,0.4772527957449198
INTC,DOW,0.35898445307130256
INTU,DOW,0.2838222184864143
JNJ,DOW,0.2570348534072974
JPM,DOW,0.5651346859272255
KHC,DOW,0.32368307765149595
KO,DOW,0.3826714281236815
LIN,DOW,0.5122240992352832
LLY,DOW,0.1443392949891757
LMT,DOW,0.32329712987705334
LOW,DOW,0.40197790851212156
MA,DOW,0.4152590887545228
MCD,DOW,0.3162140433465067
MDLZ,DOW,0.297984831655748
MDT,DOW,0.4090178799398946
MET,DOW,0.6233991660598031
META,DOW,0.2608634347645301
MMM,DOW,0.5248838524985022
MO,DOW,0.39702094519822645
MRK,DOW,0.20649122129697925
MS,DOW,0.5841595857733398
MSFT,DOW,0.2528833338754446
NEE,DOW,0.23464520955963686
NFLX,DOW,0.16791702161128452
NKE,DOW,0.4136716060557707
NVDA,DOW,0.2382252746689655
ORCL,DOW,0.31102770805257735
PEP,DOW,0.2387964879951526
PFE,DOW,0.25748552239369477
PG,DOW,0.22529303169606035
PM,DOW,0.37344377854151845
PYPL,DOW,0.2803497372292627
QCOM,DOW,0.3710440694802803
RTX,DOW,0.49310888372341777
SBUX,DOW,0.3899005478652648
SCHW,DOW,0.47748282956896065
SO,DOW,0.30764647323200583
SPG,DOW,0.5133327633742255
T,DOW,0.3992278595260224
TGT,DOW,0.3498873487408525
TMO,DOW,0.25359581905697987
TMUS,DOW,0.2730144051619281
TSLA,DOW,0.2019782919569378
TXN,DOW,0.43687584294932774
UNH,DOW,0.25476979937331784
UNP,DOW,0.5449006534271104
UPS,DOW,0.44083112161323335
USB,DOW,0.5710814147263035
V,DOW,0.4052188948020203
VZ,DOW,0.3356704968583725
WFC,DOW,0.527586443729742
WMT,DOW,0.19618719841901458
XOM,DOW,0.5542508061373954
AAPL,DUK,0.2158034584937498
ABBV,DUK,0.3158944860663999
ABT,DUK,0.3733895191519325
ACN,DUK,0.3087042028187703
ADBE,DUK,0.1411021432833074
AIG,DUK,0.3039961334913541
AMD,DUK,0.09066555616676046
AMGN,DUK,0.3465775531656757
AMT,DUK,0.5030753583110779
AMZN,DUK,0.10630596245994964
AVGO,DUK,0.14188744980696474
AXP,DUK,0.2828075775125501
BA,DUK,0.20399101103537934
BAC,DUK,0.29499118407695835
BK,DUK,0.3004556985148612
BKNG,DUK,0.18412652588674527
BLK,DUK,0.33258134640771886
BMY,DUK,0.3354057418608371
BRK-B,DUK,0.41950744235432097
C,DUK,0.2738057279452732
CAT,DUK,0.23298656033444579
CHTR,DUK,0.2620582008497612
CL,DUK,0.5114214502944774
CMCSA,DUK,0.3333945940397592
COF,DUK,0.24155263904177793
COP,DUK,0.20405989406313627
COST,DUK,0.2877446115244498
